model,id,source_id,event_id,episode_id,sid,window,condition,target_sid,target_object,expected_target_match,image,target_match,target_match_score,release_readiness,readiness_score
internvl3_8b,habit_cfx_0170,habit_test_00473,002889_01,002889,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00473.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0171,habit_test_00473,002889_01,002889,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00473.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0172,habit_test_00473,002889_01,002889,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00473.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0173,habit_test_00474,002889_01,002889,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00474.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0174,habit_test_00474,002889_01,002889,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00474.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0175,habit_test_00474,002889_01,002889,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00474.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0176,habit_test_00474,002889_01,002889,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00474.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0177,habit_test_00477,002890_01,002890,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00477.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0178,habit_test_00477,002890_01,002890,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00477.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0179,habit_test_00477,002890_01,002890,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00477.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0180,habit_test_00477,002890_01,002890,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00477.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0181,habit_test_00478,002890_01,002890,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00478.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0182,habit_test_00478,002890_01,002890,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00478.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0183,habit_test_00478,002890_01,002890,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00478.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0184,habit_test_00478,002890_01,002890,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00478.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0185,habit_test_00481,002891_01,002891,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00481.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0186,habit_test_00481,002891_01,002891,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00481.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0187,habit_test_00481,002891_01,002891,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00481.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0188,habit_test_00481,002891_01,002891,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00481.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0189,habit_test_00482,002891_01,002891,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00482.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0190,habit_test_00482,002891_01,002891,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00482.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0191,habit_test_00482,002891_01,002891,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00482.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0192,habit_test_00482,002891_01,002891,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00482.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0193,habit_test_00485,002892_01,002892,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00485.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0194,habit_test_00485,002892_01,002892,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00485.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0195,habit_test_00485,002892_01,002892,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00485.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0196,habit_test_00485,002892_01,002892,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00485.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0197,habit_test_00486,002892_01,002892,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00486.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0198,habit_test_00486,002892_01,002892,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00486.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0199,habit_test_00486,002892_01,002892,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00486.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0200,habit_test_00486,002892_01,002892,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00486.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0201,habit_test_00489,002894_01,002894,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00489.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0202,habit_test_00489,002894_01,002894,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00489.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0203,habit_test_00489,002894_01,002894,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00489.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0204,habit_test_00489,002894_01,002894,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00489.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0205,habit_test_00490,002894_01,002894,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00490.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0206,habit_test_00490,002894_01,002894,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00490.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0207,habit_test_00490,002894_01,002894,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00490.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0208,habit_test_00490,002894_01,002894,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00490.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0209,habit_test_00493,002895_01,002895,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00493.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0210,habit_test_00493,002895_01,002895,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00493.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0211,habit_test_00493,002895_01,002895,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00493.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0212,habit_test_00493,002895_01,002895,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00493.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0213,habit_test_00494,002895_01,002895,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00494.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0214,habit_test_00494,002895_01,002895,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00494.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0215,habit_test_00494,002895_01,002895,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00494.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0216,habit_test_00494,002895_01,002895,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00494.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0217,habit_test_00497,002896_01,002896,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00497.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0218,habit_test_00497,002896_01,002896,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00497.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0219,habit_test_00497,002896_01,002896,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00497.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0220,habit_test_00497,002896_01,002896,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00497.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0221,habit_test_00498,002896_01,002896,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00498.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0222,habit_test_00498,002896_01,002896,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00498.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0223,habit_test_00498,002896_01,002896,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00498.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0224,habit_test_00498,002896_01,002896,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00498.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0225,habit_test_00501,002898_01,002898,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00501.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0226,habit_test_00501,002898_01,002898,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00501.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0227,habit_test_00501,002898_01,002898,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00501.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0228,habit_test_00501,002898_01,002898,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00501.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0229,habit_test_00502,002898_01,002898,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00502.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0230,habit_test_00502,002898_01,002898,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00502.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0231,habit_test_00502,002898_01,002898,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00502.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0232,habit_test_00502,002898_01,002898,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00502.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0233,habit_test_00505,002899_01,002899,S7414,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_00505.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0234,habit_test_00505,002899_01,002899,S7414,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_00505.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0235,habit_test_00505,002899_01,002899,S7414,early,counterfactual,S7788,iced cup,mismatched,images/test_image_00505.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0236,habit_test_00505,002899_01,002899,S7414,early,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00505.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0237,habit_test_00506,002899_01,002899,S7414,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_00506.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0238,habit_test_00506,002899_01,002899,S7414,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_00506.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0239,habit_test_00506,002899_01,002899,S7414,ready,counterfactual,S7788,iced cup,mismatched,images/test_image_00506.jpg,matched,1.0,ready,1.0
internvl3_8b,habit_cfx_0240,habit_test_00506,002899_01,002899,S7414,ready,counterfactual,S8940,Airtight Container lid,mismatched,images/test_image_00506.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0241,habit_test_02013,008354_01,008354,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02013.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0242,habit_test_02013,008354_01,008354,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02013.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0243,habit_test_02013,008354_01,008354,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02013.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0244,habit_test_02013,008354_01,008354,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02013.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0245,habit_test_02014,008354_01,008354,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02014.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0246,habit_test_02014,008354_01,008354,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02014.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0247,habit_test_02014,008354_01,008354,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02014.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0248,habit_test_02014,008354_01,008354,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02014.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0249,habit_test_02015,008364_01,008364,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02015.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0250,habit_test_02015,008364_01,008364,S7788,early,counterfactual,S7025,Organizing box,mismatched,images/test_image_02015.jpg,matched,0.975,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0251,habit_test_02015,008364_01,008364,S7788,early,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02015.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0252,habit_test_02015,008364_01,008364,S7788,early,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02015.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0253,habit_test_02016,008364_01,008364,S7788,ready,counterfactual,S6759,Power Cable,mismatched,images/test_image_02016.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0254,habit_test_02016,008364_01,008364,S7788,ready,counterfactual,S7025,Organizing box,mismatched,images/test_image_02016.jpg,matched,0.975,ready,0.975
internvl3_8b,habit_cfx_0255,habit_test_02016,008364_01,008364,S7788,ready,counterfactual,S7414,Paper to-go box,mismatched,images/test_image_02016.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0256,habit_test_02016,008364_01,008364,S7788,ready,counterfactual,S8975,100 cm Hotel Towel,mismatched,images/test_image_02016.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
internvl3_8b,habit_cfx_0257,habit_test_02019,008372_02,008372,S7788,early,counterfactual,S6759,Power Cable,mismatched,images/test_image_02019.jpg,mismatched,0.04999999999999999,not_ready,0.15000000000000002
